Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
P:1587148834781556736,,FgavcL4VsAIU-QZ.jpg,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Caption,https://t.co/hD6cqcCbed,,,FALSE,FALSE,NEUTRAL,NO
P:1587148834781556736,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587148834781556736,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587148834781556736,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587148834781556736,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,TRUE,FALSE,NEGATIVE,YES
P:1587148834781556736,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587148834781556736,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587148834781556736,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587148834781556736,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587148834781556736,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587148834781556736,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587137195970027520,,,"RT @TheKangnaRanut: i'm back on twitter again 

Plz kindly follow me @TheKangnaRanut",Caption,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587133657026035712,,,"RT @TheKangnaRanut: i'm back on twitter again 

Plz kindly follow me @TheKangnaRanut",Caption,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587125644693237760,,,"RT @TheKangnaRanut: i'm back on twitter again 

Plz kindly follow me @TheKangnaRanut",Caption,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587107172541878273,,,RT @gorechariddhi_: @TheKangnaRanut ? ??? ???? ??? ?? ??????  ???? ?? ??????? ???.. ???? ?? ??? ???? ???? ?????  ????? ?? ???? ??  ?? ?????…,Caption,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587102485885628418,,,"RT @TheKangnaRanut: i'm back on twitter again 

Plz kindly follow me @TheKangnaRanut",Caption,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587089591462670336,,RrcbETBJu1_rOe50.jpg,RT @Sriniba90545602: @TheKangnaRanut https://t.co/RUAertxB2e,Caption,https://t.co/RUAertxB2e,,,FALSE,FALSE,NEUTRAL,NO
P:1587088644463992833,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Caption,NA,,,TRUE,FALSE,POSITIVE,YES
P:1587088644463992833,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587088644463992833,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587088644463992833,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,FALSE,NEGATIVE,YES
P:1587088644463992833,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587088644463992833,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587088644463992833,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587088644463992833,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587088644463992833,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587088644463992833,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587088644463992833,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587082848476995585,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Caption,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587082848476995585,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587082848476995585,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587082848476995585,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,FALSE,NEGATIVE,YES
P:1587082848476995585,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587082848476995585,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587082848476995585,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587082848476995585,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587082848476995585,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587082848476995585,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587082848476995585,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079514206576647,,,@TheKangnaRanut Absolutely,Caption,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079514206576647,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079514206576647,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079514206576647,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,FALSE,NEGATIVE,NO
P:1587079514206576647,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079514206576647,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079514206576647,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079514206576647,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079514206576647,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079514206576647,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079514206576647,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079075868585985,,FgZwAN1UYAEqXBt.jpg,@TheKangnaRanut https://t.co/fPQNlD89AP,Caption,https://t.co/fPQNlD89AP,,,FALSE,FALSE,NEUTRAL,NO
P:1587079075868585985,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079075868585985,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079075868585985,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,FALSE,NEGATIVE,NO
P:1587079075868585985,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079075868585985,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079075868585985,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079075868585985,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079075868585985,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079075868585985,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079075868585985,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079060639068162,,FgZv_PpVUAAyCI7.jpg,@TheKangnaRanut https://t.co/oQrtugrRg3,Caption,https://t.co/oQrtugrRg3,,,FALSE,FALSE,NEUTRAL,NO
P:1587079060639068162,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079060639068162,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079060639068162,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,FALSE,NEGATIVE,NO
P:1587079060639068162,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079060639068162,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079060639068162,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079060639068162,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079060639068162,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079060639068162,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587079060639068162,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587065269033537537,,,@TheKangnaRanut Well done madam ji,Caption,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587065269033537537,,,@TheKangnaRanut Is that really u or someone made fake account on your name??,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587065269033537537,,,@TheKangnaRanut @Asksindia_ ??,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587065269033537537,,,@TheKangnaRanut Well done madam ji,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587065269033537537,,,@TheKangnaRanut How many fake IDs you have? Dikra,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587065269033537537,,,@TheKangnaRanut ??? ?? ???? ???? ?? ???? ???? ??????? ?? ???,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587065269033537537,,,@TheKangnaRanut Fake,Additional Comment,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1587065269033537537,,,@TheKangnaRanut ??? ?? ??? ?? ???? ?? ?? ? ?? ?? know ?? ?? ?? ??,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587065269033537537,,,"@Jahangi82877119 @ramsingh54851 @TheKangnaRanut Abe dogle ki bat nahi hai jabhi to aae din stone pelting ,k@mlesh tiwari aur udaipur khaniylal case jaese dekhna pada",Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587065269033537537,,,@TheKangnaRanut Welcome madam.,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587065269033537537,,,@TheKangnaRanut @Asksindia_ Welcome Back Mam,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587064271573319682,,,@itsmeriya123 @IndiaTales7 @VertigoWarrior @BattaKashmiri @ramapriya1989 @iAjaySengar @Anti_Congressi @DeepaShreeAB @SheetalPronamo @Ankit___IND @mariawirth1 @TheKangnaRanut,Caption,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587064271573319682,,,@itsmeriya123 @IndiaTales7 @VertigoWarrior @BattaKashmiri @ramapriya1989 @iAjaySengar @Anti_Congressi @DeepaShreeAB @SheetalPronamo @Ankit___IND @mariawirth1 ?? ?? ??????,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587064271573319682,,,@itsmeriya123 @JiyaRajput_ @IndiaTales7 @VertigoWarrior @BattaKashmiri @ramapriya1989 @iAjaySengar @Anti_Congressi @DeepaShreeAB @SheetalPronamo @Ankit___IND @mariawirth1 ???? ????? ??????????????,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587064271573319682,,,@itsmeriya123 @IndiaTales7 @VertigoWarrior @BattaKashmiri @ramapriya1989 @iAjaySengar @Anti_Congressi @DeepaShreeAB @SheetalPronamo @Ankit___IND @mariawirth1 Har har Mahadew,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587064271573319682,,,@itsmeriya123 @IndiaTales7 @VertigoWarrior @BattaKashmiri @ramapriya1989 @iAjaySengar @Anti_Congressi @DeepaShreeAB @SheetalPronamo @Ankit___IND @mariawirth1 ?? ?? ???? ??????? ?????? ?? ??????,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587064271573319682,,,@itsmeriya123 @IndiaTales7 @VertigoWarrior @BattaKashmiri @ramapriya1989 @iAjaySengar @Anti_Congressi @DeepaShreeAB @SheetalPronamo @Ankit___IND @mariawirth1 Har har Mahadev,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587064271573319682,,,"@itsmeriya123 @IndiaTales7 @VertigoWarrior @BattaKashmiri @ramapriya1989 @iAjaySengar @Anti_Congressi @DeepaShreeAB @SheetalPronamo @Ankit___IND @mariawirth1 https://t.co/3gjkDFMyP1

Follow us on YouTube. 
Subscribe our YouTube Channel. 

#MS-Excel #tutorial #TEXTAFTER #FUNCTION",Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587064271573319682,,,@itsmeriya123 @IndiaTales7 @VertigoWarrior @BattaKashmiri @ramapriya1989 @iAjaySengar @Anti_Congressi @DeepaShreeAB @SheetalPronamo @Ankit___IND @mariawirth1 ??????????Har Har Mahadev????,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587064271573319682,,,@itsmeriya123 @IndiaTales7 @VertigoWarrior @BattaKashmiri @ramapriya1989 @iAjaySengar @Anti_Congressi @DeepaShreeAB @SheetalPronamo @Ankit___IND @mariawirth1 ?? ?? ??????,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587064271573319682,,,@itsmeriya123 @IndiaTales7 @VertigoWarrior @BattaKashmiri @ramapriya1989 @iAjaySengar @Anti_Congressi @DeepaShreeAB @SheetalPronamo @Ankit___IND @mariawirth1 Om Namah Shivay ??,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587064271573319682,,,@itsmeriya123 @IndiaTales7 @VertigoWarrior @BattaKashmiri @ramapriya1989 @iAjaySengar @Anti_Congressi @DeepaShreeAB @SheetalPronamo @Ankit___IND @mariawirth1 Har har mahadev ??,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587063305230848006,,,@TheKangnaRanut https://t.co/Tg41rkKaPF,Caption,https://t.co/Tg41rkKaPF,,,FALSE,FALSE,NEUTRAL,NO
P:1587062780133138432,,,RT @GaneshD54538122: @TheKangnaRanut ??? ??? ?? ???? ???? ?? ?????? ??? ???? ???? ????? ?? ??? ?? ??? ?? ?? ????? ????? ?? ????? ??? ?????…,Caption,NA,,,FALSE,FALSE,NEUTRAL,YES
P:1587062408572387330,,RrcbETBJu1_rOe50 (1).jpg,RT @Sriniba90545602: @TheKangnaRanut https://t.co/RUAertxB2e,Caption,https://t.co/RUAertxB2e,,,FALSE,FALSE,NEUTRAL,NO
P:1587062221963546624,,CoxDffw44jKgIvze.jpg,RT @ramsingh54851: @TheKangnaRanut @Asksindia_ CBI ???? ?? ?? ?? ????? https://t.co/Guy1IssDp9,Caption,https://t.co/Guy1IssDp9,,,FALSE,FALSE,NEUTRAL,NO
P:1587060991204151297,,,@TheKangnaRanut https://t.co/Tg41rkKIFd,Caption,https://t.co/Tg41rkKIFd,,,FALSE,FALSE,NEUTRAL,NO
P:1587051721670668288,,RrcbETBJu1_rOe50 (2).jpg,@TheKangnaRanut https://t.co/RUAertxB2e,Caption,https://t.co/RUAertxB2e,,,FALSE,FALSE,NEUTRAL,NO
P:1587051721670668288,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587051721670668288,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587051721670668288,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587051721670668288,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587051721670668288,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587051721670668288,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587051721670668288,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587051721670668288,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587051721670668288,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587051721670668288,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587032607778570241,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Caption,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587032607778570241,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587032607778570241,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587032607778570241,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
